Sample	X2009_106	X2009_107	X2009_109	X2009_110	X2009_111	X2009_115	X2009_118	X2009_173	X2009_193	X2009_245	X2009_265	X2011_109	X2011_118	X2011_119	X2011_149	X2011_56	X2011_60	X2011_62	X2011_66	X2011_69	X2011_70	X2011_79	X2011_85	HU100_S17	HU101_S15	HU103_S22	HU107_S1	HU108_S18	HU109_S19	HU112_S2	HU113_S3	HU114_S27	HU115_S28	HU117_S4	HU118_S5	HU119_S20	HU122_S6	HU123_S7	HU124_S23	HU500_S8	HU502_S24	HU503_S9	HU504_S25	HU505_S21	HU506_S10	HU508_S26	HU537_S11	HU538_S12	HU539_S13	HU540_S14	HU99_S16
Viral.myocarditis	7.25E-08	1.52E-06	1.15E-07	5.97E-07	1.00E-06	1.47E-06	1.40E-06	6.36E-07	1.17E-06	1.59E-06	1.68E-06	9.46E-07	1.55E-06	2.01E-06	3.84E-07	6.42E-07	1.15E-06	7.53E-07	6.28E-07	8.66E-07	1.00E-06	1.12E-06	1.28E-06	1.19E-07	1.27E-07	0	0	1.34E-08	2.92E-08	0	5.45E-08	2.31E-07	5.72E-07	1.10E-07	0	3.54E-08	3.31E-07	1.64E-08	4.76E-07	1.64E-08	0	7.05E-08	0	3.43E-08	1.58E-08	7.06E-08	5.91E-07	4.38E-07	4.85E-07	4.93E-07	1.26E-08
Morphine.addiction	1.45E-07	8.30E-07	4.05E-07	3.69E-07	5.24E-07	2.24E-07	9.95E-07	6.56E-07	6.58E-07	2.32E-06	7.82E-07	1.35E-06	8.65E-06	3.11E-05	5.96E-06	3.69E-06	5.75E-06	2.75E-06	1.25E-06	6.57E-06	9.70E-07	1.21E-06	4.45E-06	1.78E-07	1.93E-06	6.41E-07	1.87E-06	6.13E-06	0	0	0	0	6.22E-07	0	0	0	4.05E-08	8.19E-08	3.59E-07	0	1.00E-08	1.38E-06	2.49E-07	0	0	9.01E-09	0	0	3.67E-08	0	0
Tropane..piperidine.and.pyridine.alkaloid.biosynthesis	0.000328426	0.000321626	0.000350496	0.000355717	0.000299041	0.00029859	0.000348248	0.000289996	0.000318489	0.000321281	0.000309618	0.000302107	0.000272068	0.000259561	0.000294012	0.000321561	0.000339013	0.000301192	0.000332168	0.000315485	0.000252316	0.000343196	0.000332694	0.000395573	0.000325995	0.000318584	0.000438338	0.000338843	0.000302944	0.000378729	0.000398455	0.000352292	0.000359196	0.00034043	0.000354657	0.000428394	0.000320108	0.000365792	0.000315671	0.000375179	0.000304194	0.000433895	0.000433263	0.000318771	0.000402148	0.000345731	0.000346713	0.000337346	0.000371501	0.000332547	0.000356559
Photosynthesis	0.003079967	0.003263821	0.003208132	0.002954629	0.002865371	0.003117997	0.003418835	0.003269135	0.003310841	0.003376626	0.002939656	0.003083822	0.002609941	0.002936856	0.00342813	0.003253941	0.003788111	0.00372646	0.004005077	0.004184361	0.00382772	0.003532943	0.003445986	0.003505574	0.003187701	0.004139007	0.003289029	0.004473864	0.005149071	0.003561108	0.003665691	0.002463354	0.003308003	0.004009349	0.00403447	0.002620973	0.003256989	0.003713357	0.003197435	0.003274998	0.004586333	0.002953759	0.003195534	0.003220898	0.003521203	0.003916182	0.00329602	0.003372418	0.003388228	0.004030881	0.005196594
Sesquiterpenoid.and.triterpenoid.biosynthesis	8.49E-06	5.83E-06	5.46E-06	2.60E-06	3.03E-05	7.85E-06	1.44E-06	5.88E-06	1.52E-05	1.06E-06	3.93E-06	1.24E-06	5.98E-06	1.97E-06	0	1.67E-06	7.56E-07	5.86E-07	2.11E-06	2.27E-07	3.42E-06	8.55E-06	1.73E-06	5.45E-06	5.68E-07	9.31E-08	1.48E-07	2.30E-07	0	1.41E-07	8.56E-08	5.83E-06	3.81E-06	2.25E-06	9.72E-07	2.00E-06	2.14E-05	2.88E-06	4.85E-06	4.78E-06	0	5.60E-07	0	1.23E-06	2.50E-06	1.91E-06	3.15E-06	1.19E-05	1.05E-06	2.81E-06	6.94E-08
MAPK.signaling.pathway	3.05E-06	9.80E-06	7.35E-06	9.29E-06	1.13E-05	3.35E-06	9.38E-06	5.46E-06	8.89E-06	2.23E-05	9.66E-06	1.59E-05	3.34E-05	0.000329072	6.40E-05	2.82E-05	7.65E-05	2.89E-05	5.63E-06	6.55E-05	6.98E-06	4.25E-06	4.42E-05	8.71E-07	8.96E-08	2.82E-08	2.09E-07	4.00E-07	1.32E-07	4.82E-08	1.56E-08	1.01E-06	1.08E-06	5.97E-07	6.37E-08	6.30E-08	2.17E-07	3.28E-08	5.76E-07	3.65E-08	2.26E-07	6.53E-07	3.67E-08	1.71E-08	4.91E-08	2.53E-07	4.31E-07	5.25E-07	1.06E-06	8.60E-07	7.01E-08
Circadian.rhythm...fly	4.81E-07	1.52E-06	1.37E-06	9.78E-07	1.36E-06	4.22E-07	1.64E-06	9.37E-07	1.79E-06	4.94E-06	9.40E-07	2.05E-06	4.65E-06	7.69E-05	1.37E-05	5.66E-06	1.20E-05	4.81E-06	4.35E-07	1.08E-05	1.07E-06	6.17E-07	8.86E-06	0	0	0	4.98E-08	0	0	0	0	1.25E-08	1.22E-08	0	0	0	1.32E-07	0	4.63E-08	0	0	0	0	0	0	3.41E-08	0	1.32E-08	5.42E-08	0	0
Oxidative.phosphorylation	0.013318936	0.013256639	0.013116145	0.012572546	0.014189242	0.013077198	0.013321175	0.012191418	0.013467682	0.01307891	0.012654317	0.012778109	0.013669482	0.012472013	0.012203013	0.01298116	0.013031406	0.012817682	0.012601094	0.012211016	0.012262698	0.012695705	0.012646027	0.013519541	0.012682594	0.011664129	0.012831972	0.011706042	0.011880736	0.012416227	0.012829705	0.013814628	0.01350989	0.012190755	0.012506815	0.012183286	0.012849194	0.012938636	0.013493453	0.012470825	0.012172331	0.012422115	0.011802908	0.013210397	0.013179126	0.014527351	0.013246111	0.013798348	0.013944802	0.013486677	0.011177886
Secondary.bile.acid.biosynthesis	0.000105316	0.000125656	7.42E-05	5.92E-05	3.55E-05	7.83E-05	7.91E-05	0.000244971	5.81E-05	6.09E-05	0.000133875	7.08E-05	5.71E-05	1.65E-05	8.52E-05	3.71E-05	3.61E-05	6.50E-05	4.58E-05	0.000130852	0.000237769	8.35E-05	3.37E-05	0.000426277	0.000445906	0.000472419	0.000170154	0.000339899	0.000365658	0.00021731	0.000312347	0.000367301	0.000347521	0.000248536	0.000354618	0.000366569	0.000350131	0.000223394	0.000332541	0.000258287	0.000298964	0.000214185	0.000129431	0.000279526	0.000196961	0.000410934	0.000258566	0.000252129	0.000218315	0.000336495	0.000338497
Colorectal.cancer	1.86E-07	1.26E-06	3.16E-07	7.21E-07	1.40E-06	1.57E-06	1.48E-06	6.09E-07	1.42E-06	2.70E-06	1.73E-06	1.02E-06	1.35E-06	1.74E-05	3.82E-06	1.68E-06	3.88E-06	1.85E-06	2.32E-07	4.13E-06	7.96E-07	7.43E-07	2.88E-06	0	0	0	0	0	0	0	0	1.25E-08	1.22E-08	7.46E-08	0	0	3.54E-07	0	3.03E-07	0	0	5.17E-09	0	0	0	3.41E-08	0	2.88E-07	1.81E-07	0	0
Chloroalkane.and.chloroalkene.degradation	0.000257798	0.000302523	0.000287141	0.00027844	0.000276069	0.000275887	0.000308199	0.000328293	0.000306991	0.000287741	0.000268196	0.000245895	0.000293102	0.000309541	0.000325895	0.00032125	0.00033444	0.000365147	0.000348956	0.000430984	0.000349172	0.000358536	0.000299862	0.0002736	0.000262375	0.000327597	0.000348927	0.000267764	0.000249131	0.000335855	0.000254706	0.000301237	0.000343072	0.000331073	0.000346566	0.000291417	0.000312277	0.000209139	0.000285345	0.000266526	0.000286836	0.000264894	0.000280571	0.000279159	0.000283468	0.000301457	0.000292573	0.000298918	0.000309688	0.000246703	0.000259227
Insulin.secretion	1.45E-07	8.30E-07	4.05E-07	3.15E-07	5.24E-07	2.24E-07	9.16E-07	5.64E-07	5.33E-07	2.32E-06	6.29E-07	1.33E-06	5.17E-06	3.06E-05	5.83E-06	2.66E-06	5.28E-06	2.75E-06	4.40E-07	5.90E-06	2.97E-07	1.81E-07	4.14E-06	0	0	7.92E-09	0	0	0	0	0	0	0	0	0	0	4.05E-08	0	1.86E-08	0	1.00E-08	9.17E-09	6.44E-09	0	0	9.01E-09	0	0	3.67E-08	0	0
Serotonergic.synapse	1.68E-07	8.95E-07	4.25E-07	3.69E-07	5.50E-07	2.40E-07	1.06E-06	7.00E-07	5.58E-07	2.45E-06	7.16E-07	1.46E-06	1.78E-06	3.24E-05	1.27E-05	3.60E-06	6.04E-06	2.89E-06	1.35E-06	6.98E-06	1.35E-06	1.37E-06	4.89E-06	0	0	7.92E-09	0	0	0	1.33E-08	0	0	4.39E-08	3.43E-08	0	0	4.05E-08	0	3.98E-08	0	4.14E-08	1.43E-08	6.44E-09	0	0	9.01E-09	0	0	4.69E-08	0	0
Carotenoid.biosynthesis	4.31E-06	1.47E-06	1.23E-05	4.37E-06	1.86E-05	0	0	2.09E-06	4.83E-07	0	2.23E-06	0	1.60E-05	1.29E-06	1.20E-06	2.80E-06	1.06E-06	8.71E-07	1.43E-05	2.07E-07	1.00E-06	2.80E-06	2.72E-06	2.55E-06	1.66E-05	2.83E-05	2.36E-06	3.96E-05	2.99E-06	9.93E-06	8.55E-06	2.99E-05	5.74E-06	7.11E-06	4.73E-06	4.13E-06	8.49E-06	5.44E-06	1.30E-05	2.20E-06	2.62E-07	1.95E-06	1.31E-07	4.26E-06	7.14E-06	3.71E-06	2.21E-06	1.09E-06	1.89E-06	1.77E-06	3.28E-06
African.trypanosomiasis	2.91E-06	6.80E-06	4.74E-06	4.90E-06	1.46E-06	9.18E-07	3.58E-06	1.65E-06	3.43E-06	2.07E-06	7.02E-06	5.48E-07	3.08E-05	5.51E-07	1.21E-05	8.90E-07	3.98E-06	4.17E-06	6.01E-06	3.27E-06	0.000138712	1.10E-06	1.20E-06	4.08E-05	2.66E-05	1.56E-05	4.43E-05	9.15E-05	1.77E-05	1.66E-05	9.62E-06	1.40E-05	1.83E-05	2.50E-05	7.92E-06	6.55E-05	1.71E-05	1.88E-05	1.66E-05	7.72E-06	6.89E-06	2.45E-05	7.04E-05	3.49E-06	5.89E-06	1.27E-06	1.86E-05	2.94E-05	4.77E-06	8.22E-06	3.07E-06
Bisphenol.degradation	5.78E-05	5.08E-05	7.44E-05	7.08E-05	6.42E-05	6.21E-05	9.41E-05	6.25E-05	8.00E-05	6.67E-05	5.23E-05	4.64E-05	6.02E-05	8.51E-05	7.50E-05	7.97E-05	9.86E-05	8.68E-05	0.000113079	0.000124555	7.90E-05	7.94E-05	9.09E-05	6.58E-05	6.92E-05	8.62E-05	0.000200172	6.30E-05	2.25E-05	0.000151788	0.000141708	5.64E-05	8.16E-05	0.00014219	0.000157913	8.01E-05	9.20E-05	0.000108911	8.40E-05	0.000121996	0.000112734	0.000147785	0.000194604	8.86E-05	0.000147005	9.19E-05	0.000119528	0.000113472	0.000144482	4.99E-05	0.000102144
Biosynthesis.of.secondary.metabolites	0.057104162	0.057610659	0.054621657	0.052582769	0.053665771	0.054459853	0.056143409	0.055097465	0.053212129	0.054336877	0.054933556	0.053807099	0.049279612	0.049172929	0.053424822	0.053967908	0.055091079	0.056729379	0.05730476	0.055912828	0.055249785	0.058365988	0.052946793	0.05338177	0.054566771	0.057718077	0.061525181	0.055983166	0.059093508	0.06201881	0.06319319	0.055329558	0.055675904	0.061398714	0.063162591	0.050832702	0.056012067	0.063923311	0.05410817	0.05733801	0.058764351	0.056198218	0.056346466	0.055748178	0.063308687	0.055741591	0.058243168	0.059914659	0.060104914	0.062391396	0.058253517
Phosphonate.and.phosphinate.metabolism	0.001153195	0.001069679	0.00088625	0.000770854	0.000780783	0.000863965	0.001012918	0.001048692	0.001044157	0.000840367	0.0009976	0.000777529	0.000725408	0.000708233	0.001629378	0.000925586	0.000856779	0.000913558	0.000860369	0.000726017	0.00082447	0.00106067	0.00105305	0.001097006	0.000659385	0.000870239	0.001799584	0.001582947	0.000777733	0.001116981	0.001053895	0.000704476	0.000682897	0.001036956	0.000850752	0.001425816	0.000682642	0.001316669	0.000756288	0.00106832	0.001335707	0.001024942	0.0022062	0.000833985	0.001247754	0.000937326	0.001009964	0.000887277	0.000893618	0.00097178	0.000884692
Glycolysis...Gluconeogenesis	0.00588283	0.006423416	0.006689099	0.006095092	0.005212253	0.006804526	0.005945643	0.008738826	0.005606802	0.006039111	0.006582795	0.004650505	0.004901126	0.004675117	0.006314858	0.005134139	0.005356707	0.006027827	0.006113325	0.006390732	0.005404141	0.006428303	0.005023428	0.006763059	0.00692777	0.007543846	0.006847065	0.007732959	0.009105135	0.005727345	0.005498424	0.005416528	0.006132279	0.005585927	0.006229501	0.007587689	0.006020132	0.005895299	0.005443319	0.004950468	0.00626368	0.005094014	0.008073782	0.005900379	0.00537533	0.006026083	0.005484788	0.005652927	0.004994173	0.0062441	0.007234317
Other.glycan.degradation	0.002410878	0.002705445	0.002071526	0.002081327	0.002105628	0.002035126	0.00205049	0.002050558	0.002116674	0.001985509	0.002383463	0.002150837	0.001684827	0.001919373	0.001921804	0.001882562	0.001579169	0.001738768	0.001804484	0.001886038	0.00189823	0.001929066	0.001937186	0.001802961	0.001297909	0.001636396	0.003561132	0.001819381	0.001504625	0.002858265	0.003746314	0.001840129	0.001914434	0.003121674	0.003672795	0.001551154	0.002528213	0.003581226	0.002209032	0.002613631	0.002483556	0.002588808	0.003567436	0.001717805	0.004158279	0.002563035	0.002858919	0.003514212	0.003647885	0.004883675	0.001577375
Adipocytokine.signaling.pathway	0.000405684	0.000354456	0.000323788	0.000347929	0.000416518	0.000313043	0.000358678	0.000305011	0.000376783	0.000325743	0.000365557	0.00041463	0.000391767	0.000414675	0.000307207	0.000351492	0.000249413	0.000244112	0.000227787	0.000194765	0.000410711	0.000287139	0.000331187	0.000185489	0.000114673	0.000148446	0.000438689	0.000100905	5.83E-05	0.000371447	0.000399273	0.000315425	0.000283119	0.000408581	0.000393483	0.000193683	0.000301569	0.000483279	0.000300804	0.000364654	0.000137149	0.000398848	0.000360756	0.000372912	0.000527547	0.00028926	0.000358847	0.000422156	0.000469658	0.000433513	0.000136673
Alzheimer.s.disease	0.000318194	0.000307691	0.000366335	0.000387869	0.000357068	0.000372822	0.000334073	0.000330506	0.000402314	0.000386628	0.000384652	0.000341083	0.000718753	0.000385396	0.000299554	0.000324717	0.000333214	0.000292787	0.000293976	0.000310839	0.000311035	0.000284984	0.000355693	0.000298441	0.000326145	0.000271146	0.000231385	0.000226949	0.000229809	0.000255035	0.000256625	0.000309208	0.000310737	0.000255588	0.000241626	0.000257223	0.000318489	0.000240161	0.000307659	0.00029812	0.000220136	0.000422472	0.000193269	0.000309214	0.000251392	0.000306261	0.000290673	0.000293106	0.000278575	0.000262971	0.000227949
Proteoglycans.in.cancer	0.000654501	0.000656628	0.000701168	0.000695242	0.000728307	0.000836074	0.000730032	0.000668028	0.000563531	0.000658467	0.000684409	0.000610812	0.000717892	0.000789316	0.000623932	0.000598878	0.000631746	0.000671089	0.000625564	0.000733407	0.000796857	0.00074478	0.000604779	0.000687847	0.000790333	0.000730952	0.000694444	0.000597682	0.000728997	0.000556518	0.000564667	0.000613424	0.000684939	0.000618099	0.000489597	0.000613855	0.00063044	0.000523588	0.000679486	0.000686213	0.000743725	0.00058101	0.00054796	0.000660296	0.000489607	0.000603271	0.000603052	0.000533603	0.000562093	0.000490314	0.000704249
Jak.STAT.signaling.pathway	0	2.11E-08	0	0	1.36E-08	0	0	0	0	6.68E-08	8.80E-09	2.20E-08	4.18E-06	1.76E-06	1.54E-07	6.09E-08	1.97E-07	1.56E-08	0	7.29E-08	7.68E-09	6.33E-09	7.14E-07	4.53E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butanoate.metabolism	0.002125741	0.002082863	0.002533524	0.002311662	0.002210577	0.002301441	0.002360857	0.002379886	0.002319248	0.002340747	0.002192522	0.002108541	0.002208355	0.00189453	0.002598402	0.002229101	0.002439334	0.002429382	0.002489028	0.002399518	0.00269715	0.00234975	0.002229298	0.00318618	0.003293694	0.002927155	0.002674329	0.003616677	0.002333854	0.002790373	0.003094984	0.002539748	0.002887219	0.002736748	0.002841509	0.002806945	0.002597145	0.002529896	0.00275691	0.002644526	0.002841751	0.002590957	0.002917851	0.002454654	0.002655835	0.00238896	0.002642941	0.002810021	0.002721116	0.002503983	0.002798639
Ascorbate.and.aldarate.metabolism	0.000575163	0.000708112	0.00062066	0.000655299	0.000556535	0.000571599	0.000686509	0.000691948	0.000609033	0.000603647	0.000631196	0.000644456	0.000649402	0.00073704	0.000726956	0.000753358	0.000747763	0.000960342	0.001018204	0.001093173	0.000578455	0.000873604	0.000769695	0.000847973	0.000639317	0.000686733	0.001139355	0.001236525	0.000650832	0.000883699	0.000774225	0.000564637	0.000675572	0.000773926	0.000691131	0.001215129	0.000736028	0.000911702	0.000676923	0.000590132	0.001322079	0.000793113	0.001644146	0.000602299	0.000823232	0.000494774	0.000648178	0.000860696	0.000697818	0.00086888	0.000531069
Flavone.and.flavonol.biosynthesis	1.24E-05	1.41E-05	1.80E-05	1.58E-05	1.47E-05	1.43E-05	1.16E-05	1.23E-05	2.42E-05	1.71E-05	1.30E-05	1.92E-05	1.25E-05	1.93E-05	2.84E-05	2.21E-05	1.17E-05	1.66E-05	1.43E-05	2.37E-05	1.36E-05	1.21E-05	2.30E-05	1.58E-05	1.89E-05	3.15E-05	2.20E-05	3.60E-05	7.56E-05	1.93E-05	2.17E-05	4.81E-06	7.01E-06	1.06E-05	1.64E-05	2.08E-05	1.32E-05	1.27E-05	1.28E-05	9.85E-06	0.000100343	1.20E-05	3.83E-05	1.86E-05	3.16E-05	1.70E-05	2.13E-05	1.16E-05	9.89E-06	2.71E-05	4.52E-05
Fatty.acid.elongation	0	0	0	0	0	0	0	0	0	0	0	0	2.89E-06	0	0	0	0	0	5.26E-08	0	1.72E-07	0	0	1.19E-07	5.21E-08	0	0	1.37E-07	0	0	0	0	0	1.57E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epithelial.cell.signaling.in.Helicobacter.pylori.infection	0.002598816	0.002359186	0.002416282	0.002360924	0.002571106	0.002425574	0.002488657	0.002120172	0.002695092	0.002657711	0.002417621	0.002612827	0.002378051	0.002620582	0.002578808	0.002476383	0.002364772	0.002460247	0.0025986	0.002263589	0.002649374	0.002603957	0.00239275	0.002467195	0.002380149	0.002133817	0.002433533	0.001896207	0.001728803	0.002294304	0.002387903	0.002764022	0.002296936	0.002445881	0.002113708	0.002464795	0.002444473	0.002611488	0.002348326	0.00237716	0.001898852	0.002776153	0.00211079	0.002544088	0.002401718	0.002513911	0.002755033	0.002383041	0.002701808	0.002194757	0.001980809
Aminoacyl.tRNA.biosynthesis	0.050930115	0.04901585	0.054001971	0.056494069	0.054931631	0.054511581	0.052036289	0.051252828	0.056044528	0.055155023	0.052137794	0.053807802	0.058640081	0.057619245	0.050699004	0.054560917	0.051554885	0.049818243	0.050459964	0.05048423	0.050271049	0.047012347	0.054370741	0.048166226	0.053071095	0.044016609	0.036566717	0.035983527	0.04033429	0.041081076	0.043182221	0.052852174	0.053373347	0.042889643	0.042228024	0.046147262	0.052240793	0.040358755	0.052945522	0.047795908	0.038919451	0.050681731	0.030151436	0.049555518	0.043234387	0.049076933	0.047600189	0.04729868	0.04795072	0.042056317	0.043036603
Bladder.cancer	1.39E-05	9.64E-06	7.59E-06	1.22E-05	1.47E-05	1.04E-05	1.51E-05	4.02E-06	1.27E-05	5.83E-06	1.28E-05	3.08E-05	2.96E-05	2.06E-05	1.77E-05	1.82E-05	1.05E-05	5.86E-06	6.76E-06	9.75E-06	6.22E-06	3.96E-06	7.33E-06	1.32E-05	4.24E-06	2.02E-06	2.49E-05	2.81E-05	2.41E-07	6.88E-06	6.22E-06	8.16E-06	1.83E-05	1.03E-05	9.55E-07	4.93E-05	1.07E-05	8.61E-06	7.63E-06	1.05E-06	5.17E-06	2.04E-05	6.07E-05	3.22E-06	1.27E-05	2.65E-05	1.41E-05	4.45E-06	1.90E-05	7.13E-06	4.24E-07
Progesterone.mediated.oocyte.maturation	0.000238346	0.000223357	0.000253099	0.000271762	0.000256035	0.000292401	0.000249996	0.000244762	0.000264247	0.000248656	0.000240724	0.000266671	0.000326973	0.000409857	0.00025289	0.000255716	0.000247058	0.000234132	0.000234528	0.000247815	0.000195622	0.000230104	0.000261129	0.00022884	0.000251153	0.000203304	0.000168385	0.000161834	0.000200555	0.000204514	0.000221409	0.00023214	0.000214525	0.000205365	0.000207362	0.000196523	0.000240829	0.000199223	0.000235897	0.000246107	0.000156602	0.000231009	0.000171712	0.000259252	0.000220219	0.000263778	0.000241567	0.000224475	0.000231019	0.000218409	0.000205836
Thiamine.metabolism	0.004432071	0.004640726	0.004142454	0.004016094	0.004183625	0.00437401	0.004341373	0.004025922	0.004053981	0.004182475	0.004208442	0.004387258	0.004041063	0.003704963	0.004487319	0.004053333	0.004169384	0.004445784	0.00459839	0.004429962	0.004792603	0.004792689	0.003901929	0.005672032	0.006127291	0.005902261	0.005847582	0.005262169	0.006647057	0.00630843	0.006302503	0.005578705	0.005505795	0.006350767	0.006221351	0.005008215	0.005303421	0.006398246	0.005191404	0.005041631	0.005440804	0.004883133	0.005520032	0.005304881	0.005877536	0.004907782	0.005875504	0.00582359	0.006070348	0.006344673	0.006533445
Fat.digestion.and.absorption	0	0	0	0	0	0	0	0	0	0	4.84E-07	0	1.01E-05	0	0	0	0	0	0	0	0	0	0	4.96E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
DNA.replication	0.008201462	0.008059418	0.008727605	0.009186872	0.009036216	0.008924224	0.008543223	0.007785111	0.008706192	0.008314283	0.00853596	0.008769754	0.008782748	0.008769979	0.008612511	0.008446827	0.00821958	0.008326646	0.008788131	0.008171215	0.009033892	0.00825031	0.008820543	0.008415929	0.008726574	0.007508695	0.006916033	0.006690382	0.00719725	0.007786049	0.007958593	0.008033995	0.008093244	0.007823883	0.007870343	0.007959635	0.008462267	0.007712759	0.009350064	0.008288824	0.007055413	0.008367147	0.006093359	0.007917811	0.008106038	0.008498686	0.008020392	0.007866138	0.008047697	0.007751351	0.007229839
Arrhythmogenic.right.ventricular.cardiomyopathy..ARVC.	7.25E-08	6.71E-07	4.88E-08	3.72E-07	2.54E-08	7.98E-08	2.85E-07	2.53E-07	1.76E-06	1.18E-07	2.13E-07	1.70E-06	1.98E-06	5.66E-07	1.36E-07	4.18E-07	3.18E-07	1.27E-07	5.61E-07	3.69E-07	7.58E-07	7.86E-07	6.65E-07	1.19E-07	1.27E-07	0	0	1.34E-08	2.92E-08	0	5.45E-08	2.31E-07	5.72E-07	3.51E-08	0	3.54E-08	0	1.64E-08	1.95E-07	1.64E-08	2.16E-07	7.05E-08	0	3.43E-08	1.58E-08	7.06E-08	5.91E-07	1.64E-07	3.25E-07	4.93E-07	1.26E-08
Alanine..aspartate.and.glutamate.metabolism	0.009568714	0.00944077	0.009424485	0.009217596	0.009394786	0.009261854	0.009555294	0.009106846	0.009330766	0.009631415	0.009343521	0.009327507	0.008441445	0.008443197	0.009144319	0.00950308	0.009747553	0.010055962	0.009876383	0.009172857	0.009440139	0.009847956	0.009379648	0.008671528	0.008654048	0.009420636	0.009646488	0.007643804	0.009488134	0.009599837	0.010077244	0.009048672	0.009042037	0.009507056	0.009877025	0.00789604	0.009033349	0.009716777	0.00872339	0.009060718	0.008223582	0.008635762	0.008291984	0.00939221	0.00988749	0.009055619	0.009644062	0.009371403	0.009873036	0.009416135	0.009156975
Prion.diseases	2.56E-06	1.41E-05	8.85E-06	8.02E-07	1.53E-05	5.22E-06	3.37E-06	1.93E-05	2.40E-06	8.64E-06	1.11E-05	4.11E-06	2.05E-05	8.55E-05	1.90E-05	9.56E-06	1.53E-05	9.88E-06	2.38E-06	1.95E-05	4.34E-06	3.18E-06	1.65E-05	1.02E-05	1.74E-06	1.51E-06	1.97E-05	2.73E-05	1.83E-06	4.12E-06	6.62E-06	6.22E-06	8.21E-06	2.53E-06	2.17E-06	2.11E-05	6.54E-06	3.45E-06	4.97E-06	5.15E-06	1.87E-05	9.17E-06	3.49E-05	5.14E-06	2.75E-06	2.95E-06	6.12E-06	3.33E-06	3.71E-06	3.46E-06	9.87E-07
Vibrio.cholerae.pathogenic.cycle	0.00085481	0.000718319	0.000700207	0.000649061	0.000842315	0.000663277	0.000791543	0.000867874	0.000735881	0.000690019	0.000740519	0.000840435	0.000685965	0.000554557	0.000824281	0.000609522	0.000511245	0.000609477	0.000593157	0.00070238	0.00060839	0.000702199	0.000687721	0.000808978	0.000570533	0.000721557	0.001389556	0.001170017	0.000554879	0.001041936	0.001049351	0.000883629	0.000906736	0.001187991	0.001260443	0.001151733	0.001089353	0.001266152	0.000797037	0.000996094	0.000573871	0.001315512	0.001152927	0.00097912	0.001206801	0.000882868	0.001044376	0.001338321	0.001064862	0.000996712	0.000802952
T.cell.receptor.signaling.pathway	1.86E-07	4.11E-07	2.49E-07	4.96E-07	4.17E-07	1.80E-07	3.72E-07	2.26E-07	3.76E-07	1.23E-06	2.64E-07	5.12E-07	1.15E-06	1.60E-05	3.57E-06	1.46E-06	3.05E-06	1.23E-06	1.66E-07	3.63E-06	5.51E-07	4.06E-07	2.27E-06	0	0	0	0	0	0	0	0	1.25E-08	1.22E-08	0	0	0	2.29E-08	0	2.12E-08	0	0	5.17E-09	0	0	0	3.41E-08	0	1.32E-08	2.05E-08	0	0
Meiosis...yeast	7.03E-05	0.000127959	0.000128232	0.000150231	0.000136977	7.76E-05	8.35E-05	6.17E-05	0.000142336	0.000150049	9.22E-05	0.000179333	0.000193158	0.000900362	0.000245896	0.000188563	0.000206912	0.000144093	7.56E-05	0.000201115	8.95E-05	4.80E-05	0.000222827	3.45E-05	1.20E-05	2.40E-05	2.56E-06	2.79E-06	0	7.35E-06	9.36E-06	9.57E-05	5.12E-05	1.46E-06	1.42E-05	1.34E-05	3.82E-05	5.23E-06	5.32E-05	3.23E-05	5.01E-07	4.54E-05	3.78E-07	0.000163453	4.06E-06	0.000268427	4.39E-05	2.11E-05	2.11E-05	1.89E-06	4.47E-06
Citrate.cycle..TCA.cycle.	0.003152136	0.00353178	0.003612048	0.003618569	0.003669373	0.003248606	0.003314198	0.002971289	0.003369874	0.003494368	0.003449238	0.003246308	0.003156265	0.003482475	0.003005379	0.003618282	0.003531621	0.00333542	0.003397142	0.002990436	0.00317854	0.003162436	0.003402882	0.00317574	0.002647016	0.00279234	0.003190628	0.002474048	0.002215943	0.003024558	0.003272052	0.003434528	0.003294671	0.003009306	0.003154274	0.002946466	0.002988616	0.003305524	0.003102041	0.003280332	0.003742369	0.003336548	0.003000299	0.003264692	0.003487538	0.003723241	0.00325381	0.003348435	0.003666273	0.003085127	0.002556174
Biosynthesis.of.ansamycins	0.00054967	0.000628889	0.000683559	0.000652583	0.000602715	0.000715546	0.000668956	0.000624175	0.000618251	0.000685286	0.000606046	0.000608457	0.000579526	0.000674998	0.000588312	0.000687699	0.000717139	0.000712062	0.000696246	0.000741802	0.000632935	0.000636367	0.000623452	0.000622162	0.000583352	0.00051438	0.000395144	0.000483817	0.000562286	0.000484532	0.000655755	0.000620514	0.000728836	0.000469708	0.000470191	0.000486253	0.000543127	0.000439664	0.000605818	0.000472621	0.000376449	0.000466785	0.000381485	0.000549569	0.000429394	0.000612089	0.000497737	0.000426044	0.000489167	0.00047405	0.000576479
